Year,Flower,MarTemp,MarTempx,MarTemp_any,Prec_JFM,T_JFM,Sun_JFM
1887,109,4.9,5.94,4.9,235.6,3.9,
1888,107,5.4,6.01,5.4,165.8,4.033,
1889,109,4.9,5.97,4.9,160.3,3.767,
1890,98,8,5.99,8,379.7,6.167,371.7
1891,99,7.7,5.97,7.7,217,4.533,386.6
1892,115,3.2,6.05,3.2,253.3,3.267,457.9
1893,109,4.9,6.07,4.9,165.2,2.567,501.9
1894,98,8,6,8,234,3.967,461.7
1895,,,5.98,5.98,276.1,3.5,531.6
1896,106,5.7,6.09,5.7,176.7,3.333,460.7
1897,106,5.7,6.15,5.7,274,4.233,459.3
1898,108,5.2,6.09,5.2,290.7,4.167,437.8
1899,99,7.7,6.14,7.7,299,4.467,565
1900,102,6.9,6.2,6.9,194.4,3.1,468
1901,102,6.9,6.22,6.9,216.5,3.667,474.4
1902,98,8,6.27,8,169.8,3.967,520.4
1903,99,7.7,6.31,7.7,371,5.267,396.3
1904,108,5.2,6.35,5.2,207.2,3.933,456.7
1905,105,6,6.4,6,203.8,4.333,424.3
1906,105,6,6.34,6,267,3.833,431.4
1907,103,6.6,6.33,6.6,167.5,3.467,488.3
1908,102,6.9,6.51,6.9,202.9,3.933,405.6
1909,108,5.2,6.48,5.2,351,3.367,439.1
1910,104,6.3,6.38,6.3,267.8,3.7,404.9
1911,98,8,6.33,8,262,4.7,432.8
1912,105,6,6.32,6,348.7,5.067,432.6
1913,103,6.6,6.3,6.6,171,3.233,408.6
1914,102,6.9,6.35,6.9,274.3,5.533,383.8
1915,102,6.9,6.4,6.9,326.9,4.333,469.4
1916,112,4.1,6.37,4.1,211.1,4.733,525.8
1917,103,6.6,6.34,6.6,237.4,3.4,548.2
1918,104,6.3,6.27,6.3,180.3,3.533,496.1
1919,,,6.22,6.22,280.4,4.8,411.3
1920,104,6.3,6.28,6.3,281.6,4.533,365.5
1921,,,6.22,6.22,341.1,4.033,400.9
1922,101,7.2,6.27,7.2,363.5,4.533,366.3
1923,97,8.3,6.32,8.3,222.8,4.433,438.1
1924,111,4.3,6.3,4.3,90.1,3.467,466.7
1925,108,5.2,6.28,5.2,103,3.3,530.7
1926,108,5.2,6.32,5.2,197.7,3.8,502.4
1927,107,5.4,6.32,5.4,231,3.6,433.9
1928,107,5.4,6.36,5.4,265.4,4.3,463.6
1929,103,6.6,6.38,6.6,73.4,3.267,458.8
1930,95,8.9,6.38,8.9,236.3,5.267,367.8
1931,105,6,6.42,6,247.3,4.533,434.7
1932,105,6,6.47,6,122.8,4.467,459.9
1933,106,5.7,6.47,5.7,237.2,3.533,442.7
1934,104,6.3,6.44,6.3,138.5,3.033,462.7
1935,102,6.9,6.5,6.9,178.4,4.8,483
1936,111,4.3,6.55,4.3,143.8,2.267,469.8
1937,100,7.4,6.55,7.4,269.3,5.8,403.5
1938,98,8,6.55,8,197.8,4.533,468.1
1939,104,6.3,6.55,6.3,229.8,4.067,404.2
1940,110,4.6,6.68,4.6,184.1,3.733,498
1941,100,7.4,6.76,7.4,230.3,5.467,501
1942,96,8.6,6.8,8.6,213,5.333,472.5
1943,101,7.2,6.88,7.2,146.1,3.533,492.4
1944,100,7.4,7.02,7.4,157.3,3.7,422.2
1945,,,7.1,7.1,176.1,2.9,452.2
1946,97,8.3,7.06,8.3,226.6,4.3,399.9
1947,107,5.4,7.09,5.4,169.7,3.533,421.1
1948,102,6.9,7.12,6.9,210.5,4.667,419
1949,107,5.4,7.19,5.4,271.3,5.3,475.5
1950,99,7.7,7.13,7.7,402.7,5.467,405.6
1951,98,8,7.18,8,229,5.233,386.6
1952,105,6,7.31,6,322.5,4.733,376.3
1953,101,7.2,7.32,7.2,262.3,5.167,384.2
1954,98,8,7.29,8,244.6,6,416.1
1955,97,8.3,7.27,8.3,338.5,5.933,367.6
1956,99,7.7,7.39,7.7,292,5.1,392.6
1957,103,6.6,7.4,6.6,181.3,4.367,389
1958,99,7.7,7.38,7.7,224.9,5.6,425.2
1959,92,9.9,7.4,9.9,345.4,6.633,420.8
1960,95,8.9,7.39,8.9,138.3,6.067,486.9
1961,99,7.7,7.41,7.7,183.5,4.633,469.4
1962,102,6.9,7.45,6.9,101.4,5.1,439.1
1963,101,7.2,7.48,7.2,193.8,3.467,472.8
1964,99,7.7,7.53,7.7,257,5.1,348.3
1965,110,4.6,7.58,4.6,184.1,4.2,443.5
1966,97,8.3,7.58,8.3,288.9,5.867,431
1967,97,8.3,7.63,8.3,290.5,5,438.7
1968,99,7.7,7.68,7.7,218,4.567,420.6
1969,101,7.2,7.61,7.2,274.5,5.567,388.5
1970,107,5.4,7.6,5.4,184.5,4.567,460.4
1971,98,8,7.55,8,213,5.6,473.8
1972,99,7.7,7.59,7.7,324.5,7.233,379.5
1973,97,8.3,7.56,8.3,212,6.967,397.9
1974,99,7.7,7.63,7.7,202.5,4.8,431.9
1975,100,7.4,7.67,7.4,145,5.033,429.5
1976,99,7.7,7.65,7.7,282,6.1,418.4
1977,93,9.6,7.7,9.6,233,4.7,410.9
1978,104,6.3,7.75,6.3,97,5.267,423.3
1979,97,8.3,7.76,8.3,253,7.067,407.6
1980,102,6.9,7.76,6.9,266.5,5,453.2
1981,99,7.7,7.83,7.7,187,4.867,421.9
1982,93,9.6,7.83,9.6,173.5,5.567,483.4
1983,99,7.7,7.89,7.7,226,5.7,440.4
1984,109,4.9,7.94,4.9,166,3.2,462.5
1985,99,7.7,7.95,7.7,318,5.7,361.8
1986,102,6.9,8.05,6.9,196.5,4.333,490.8
1987,95,8.9,8.12,8.9,217.5,6.1,325.5
1988,106,5.7,8.13,5.7,186.5,5.7,351.6
1989,93,9.6,8.18,9.6,404.5,7.2,338.1
1990,88,11.2,8.18,11.2,322,7.2,362.7
1991,97,8.3,8.2,8.3,287,6.267,376.6
1992,94,9.3,8.22,9.3,244,6.967,363
1993,97,8.3,8.2,8.3,226,6.5,358.5
1994,99,7.7,8.28,7.7,157.5,5.5,428.6
1995,99,7.7,8.3,7.7,147.5,6.033,380.9
1996,103,6.6,6.6,6.6,249.5,5.367,371.3
1997,97,8.3,,8.3,155,6.167,415
1998,91,10.2,,10.2,263.5,7.2,426.9
1999,94,9.3,,9.3,232,6.567,395.7
2000,100,7.4,,7.4,190.5,5.7,377.6
2001,96,8.6,,8.6,280,5.933,370.5
2002,91,10.2,,10.2,194,7.367,421.2
2003,98,8,,8,272.5,5.567,371.4
2004,92,9.9,,9.9,145,6.6,479.5
2005,99,7.7,,7.7,177.5,5.7,367
2006,98,8,,8,260,5.667,361.1
2007,97,8.3,,8.3,175,7.233,440.2
2008,95,8.9,,8.9,231.5,5.933,408.1
2009,95,8.9,,8.9,330.5,6.9,388.1
2010,95,8.9,,8.9,339.5,6.667,352.6
2011,99,6.8,,6.8,150.5,5.3,457.1
2012,101,8.3,,8.3,288,5.5,357
2013,93,9.7,,9.7,202.5,6.033,396.7
2014,94,9,,9,245,6.167,412.8
2015,93,9.4,,9.4,323,6.633,373.1
2016,95,9.9,,9.9,245,7.333,478.4
2017,99,8.2,,8.2,157,6.033,421.5
2018,89,10.9,,10.9,223,6.4,510.9
2019,95,9.6,,9.6,134.5,7.2,375.5
2020,92,10.6,,10.6,211.5,8.333,397.5
2021,85,11.6,,11.6,252.5,8.133,511.8
2022,91,10.5,,10.5,144.5,6.4,450.9
2023,84,12.3,,12.3,166.5,7.8,468
2024,95,8.7,,8.7,353.5,7.433,371.8
2025,94,10,,10,130,6.567,456.7
